"release_date","revenue","title","collection_name","main_genre","release_year","main_genre_name","rank"
"1916-12-24",8e+06,"20,000 Leagues Under the Sea","",2,"1916","Adventure",1
"2010-03-03",1025491110,"Alice in Wonderland","Alice in Wonderland Collection",8,"2010","Family",2
"2010-03-05",494878759,"How to Train Your Dragon","How to Train Your Dragon Collection",9,"2010","Fantasy",10
"2010-04-28",623933331,"Iron Man 2","Iron Man Collection",2,"2010","Adventure",7
"2010-05-12",310669540,"Robin Hood","",1,"2010","Action",19
"2010-05-19",335154643,"Prince of Persia: The Sands of Time","",2,"2010","Adventure",15
"2010-06-16",1066969703,"Toy Story 3","Toy Story Collection",3,"2010","Animation",1
"2010-05-16",752600867,"Shrek Forever After","Shrek Collection",4,"2010","Comedy",5
"2010-06-23",698491347,"The Twilight Saga: Eclipse","The Twilight Collection",2,"2010","Adventure",6
"2010-06-30",318502923,"The Last Airbender","",1,"2010","Action",18
"2010-07-08",543513985,"Despicable Me","Despicable Me Collection",3,"2010","Animation",9
"2010-07-14",825532764,"Inception","",1,"2010","Action",4
"2010-06-10",357852395,"The Karate Kid","",1,"2010","Action",14
"2010-10-28",321887208,"Megamind","",3,"2010","Animation",17
"2010-12-02",327803731,"Black Swan","",7,"2010","Drama",16
"2010-10-17",954305868,"Harry Potter and the Deathly Hallows: Part 1","Harry Potter Collection",2,"2010","Adventure",3
"2010-09-06",414211549,"The King's Speech","",7,"2010","Drama",12
"2010-11-24",591794936,"Tangled","Tangled Collection",3,"2010","Animation",8
"2010-08-13",415686217,"The Chronicles of Narnia: The Voyage of the Dawn Treader","The Chronicles of Narnia Collection",2,"2010","Adventure",11
"2010-12-10",400062763,"TRON: Legacy","TRON Collection",2,"2010","Adventure",13
"2010-12-21",310650585,"Little Fockers","Meet the Parents Collection",4,"2010","Comedy",20
"2012-04-25",1519557910,"The Avengers","The Avengers Collection",16,"2012","Science Fiction",1
"2012-03-12",691210692,"The Hunger Games","The Hunger Games Collection",16,"2012","Science Fiction",9
"2012-07-16",1084939099,"The Dark Knight Rises","The Dark Knight Collection",1,"2012","Action",3
"2012-05-23",624026776,"Men in Black 3","Men In Black Collection",1,"2012","Action",10
"2012-05-30",396600000,"Snow White and the Huntsman","The Huntsman Collection",2,"2012","Adventure",18
"2012-05-30",403170142,"Prometheus","Prometheus Collection",16,"2012","Science Fiction",17
"2012-06-06",746921274,"Madagascar 3: Europe's Most Wanted","Madagascar Collection",3,"2012","Animation",8
"2012-06-21",538983207,"Brave","",3,"2012","Animation",13
"2012-06-29",549368315,"Ted","Ted Collection",4,"2012","Comedy",12
"2012-06-27",752215857,"The Amazing Spider-Man","The Amazing Spider-Man Collection",1,"2012","Action",7
"2012-06-26",877244782,"Ice Age: Continental Drift","Ice Age Collection",3,"2012","Animation",5
"2012-10-25",1108561013,"Skyfall","James Bond Collection",1,"2012","Action",2
"2012-09-27",376141306,"Taken 2","Taken Collection",1,"2012","Action",19
"2012-09-20",358375603,"Hotel Transylvania","Hotel Transylvania Collection",3,"2012","Animation",20
"2012-11-01",471222889,"Wreck-It Ralph","Wreck-It Ralph Collection",8,"2012","Family",14
"2012-11-20",609016565,"Life of Pi","",2,"2012","Adventure",11
"2012-11-13",8.29e+08,"The Twilight Saga: Breaking Dawn - Part 2","The Twilight Collection",2,"2012","Adventure",6
"2012-11-26",1021103568,"The Hobbit: An Unexpected Journey","The Hobbit Collection",2,"2012","Adventure",4
"2012-12-25",425368238,"Django Unchained","",7,"2012","Drama",16
"2012-12-18",441809770,"Les Misérables","",7,"2012","Drama",15
"2014-02-06",469160692,"The Lego Movie","The Lego Movie Collection",2,"2014","Adventure",17
"2014-11-05",675120017,"Interstellar","",2,"2014","Adventure",10
"2014-03-20",714766572,"Captain America: The Winter Soldier","Captain America Collection",1,"2014","Action",7
"2014-04-16",705717432,"The Amazing Spider-Man 2","The Amazing Spider-Man Collection",1,"2014","Action",9
"2014-03-19",500188435,"Rio 2","Rio Collection",3,"2014","Animation",15
"2014-05-15",747862775,"X-Men: Days of Future Past","X-Men Collection",1,"2014","Action",6
"2014-05-14",529076069,"Godzilla","",1,"2014","Action",14
"2014-05-28",758539785,"Maleficent","",9,"2014","Fantasy",4
"2014-05-27",370541256,"Edge of Tomorrow","",1,"2014","Action",19
"2014-06-12",609123048,"How to Train Your Dragon 2","How to Train Your Dragon Collection",9,"2014","Fantasy",12
"2014-06-25",1091405097,"Transformers: Age of Extinction","Transformers Collection",16,"2014","Science Fiction",1
"2014-10-01",369330363,"Gone Girl","",14,"2014","Mystery",20
"2014-06-26",710644566,"Dawn of the Planet of the Apes","Planet of the Apes (Reboot) Collection",16,"2014","Science Fiction",8
"2014-07-30",773328629,"Guardians of the Galaxy","Guardians of the Galaxy Collection",1,"2014","Action",3
"2014-08-07",477200000,"Teenage Mutant Ninja Turtles","Teenage Mutant Ninja Turtles (Remake) Collection",16,"2014","Science Fiction",16
"2014-12-11",542307423,"American Sniper","",19,"2014","War",13
"2014-10-24",652105443,"Big Hero 6","",2,"2014","Adventure",11
"2014-11-18",752100229,"The Hunger Games: Mockingjay - Part 1","The Hunger Games Collection",16,"2014","Science Fiction",5
"2014-11-22",373552094,"Penguins of Madagascar","Madagascar Collection",8,"2014","Family",18
"2014-12-10",956019788,"The Hobbit: The Battle of the Five Armies","The Hobbit Collection",1,"2014","Action",2
"2015-07-23",682330139,"Mission: Impossible - Rogue Nation","Mission",1,"2015","Action",8
"2015-06-09",1513528810,"Jurassic World","Jurassic Park Collection",1,"2015","Action",2
"2015-01-29",414351546,"Kingsman: The Secret Service","Kingsman Collection",5,"2015","Crime",18
"2015-06-23",440603537,"Terminator Genisys","The Terminator Collection",16,"2015","Science Fiction",17
"2015-05-13",378858340,"Mad Max: Fury Road","Mad Max Collection",1,"2015","Action",20
"2015-12-15",2068223624,"Star Wars: The Force Awakens","Star Wars Collection",1,"2015","Action",1
"2015-04-22",1405403694,"Avengers: Age of Ultron","The Avengers Collection",1,"2015","Action",4
"2015-07-14",519311965,"Ant-Man","Ant-Man Collection",16,"2015","Science Fiction",14
"2015-02-11",571006128,"Fifty Shades of Grey","Fifty Shades Collection",7,"2015","Drama",11
"2015-03-12",543514353,"Cinderella","",15,"2015","Romance",12
"2015-04-01",1506249360,"Furious 7","The Fast and the Furious Collection",1,"2015","Action",3
"2015-05-27",470490832,"San Andreas","",1,"2015","Action",16
"2015-09-30",630161890,"The Martian","",7,"2015","Drama",10
"2015-06-09",857611174,"Inside Out","",7,"2015","Drama",7
"2015-11-18",653428261,"The Hunger Games: Mockingjay - Part 2","The Hunger Games Collection",1,"2015","Action",9
"2015-06-17",1156730962,"Minions","Despicable Me Collection",8,"2015","Family",5
"2015-10-26",880674609,"Spectre","James Bond Collection",1,"2015","Action",6
"2015-12-25",532950503,"The Revenant","",20,"2015","Western",13
"2015-07-16",385284817,"Monster Hunt","",1,"2015","Action",19
"2015-09-21",473226958,"Hotel Transylvania 2","Hotel Transylvania Collection",3,"2015","Animation",15
"2016-05-25",433677183,"Warcraft","",1,"2016","Action",18
"2016-02-09",783112979,"Deadpool","Deadpool Collection",1,"2016","Action",9
"2016-04-27",1153304495,"Captain America: Civil War","Captain America Collection",2,"2016","Adventure",1
"2016-10-25",677718395,"Doctor Strange","",1,"2016","Action",11
"2016-05-18",543934787,"X-Men: Apocalypse","X-Men Collection",16,"2016","Science Fiction",15
"2016-11-16",809342332,"Fantastic Beasts and Where to Find Them","Fantastic Beasts Collection",2,"2016","Adventure",8
"2016-06-18",875457937,"The Secret Life of Pets","The Secret Life of Pets Collection",3,"2016","Animation",6
"2016-08-02",745600054,"Suicide Squad","",1,"2016","Action",10
"2016-03-23",873260194,"Batman v Superman: Dawn of Justice","Man of Steel Collection",1,"2016","Action",7
"2016-04-07",966550600,"The Jungle Book","",8,"2016","Family",5
"2016-01-23",521170825,"Kung Fu Panda 3","Kung Fu Panda Collection",1,"2016","Action",16
"2016-02-11",1023784195,"Zootopia","",3,"2016","Animation",4
"2016-02-08",553810228,"The Mermaid","",4,"2016","Comedy",14
"2016-06-16",1028570889,"Finding Dory","Finding Nemo Collection",2,"2016","Adventure",3
"2016-07-27",415484914,"Jason Bourne","The Bourne Collection",1,"2016","Action",19
"2016-06-23",408579038,"Ice Age: Collision Course","Ice Age Collection",2,"2016","Adventure",20
"2016-11-29",445435700,"La La Land","",4,"2016","Comedy",17
"2016-11-23",643034466,"Moana","",2,"2016","Adventure",12
"2016-12-14",1056057273,"Rogue One: A Star Wars Story","Star Wars Collection",1,"2016","Action",2
"2016-11-23",632443719,"Sing","",3,"2016","Animation",13
"2017-05-23",794191988,"Pirates of the Caribbean: Dead Men Tell No Tales","Pirates of the Caribbean Collection",2,"2017","Adventure",6
"2017-04-19",863416141,"Guardians of the Galaxy Vol. 2","Guardians of the Galaxy Collection",1,"2017","Action",4
"2017-05-30",820580447,"Wonder Woman","Wonder Woman Collection",1,"2017","Action",5
"2017-01-13",346147658,"xXx: Return of Xander Cage","xXx Collection",1,"2017","Action",16
"2017-02-08",311950384,"The Lego Batman Movie","The Lego Movie Collection",1,"2017","Action",17
"2017-01-27",254212245,"Kung Fu Yoga","",14,"2017","Mystery",18
"2017-02-24",252434250,"Get Out","",14,"2017","Mystery",19
"2017-02-28",616801808,"Logan","The Wolverine Collection",1,"2017","Action",7
"2017-03-08",566652812,"Kong: Skull Island","",1,"2017","Action",9
"2017-03-16",1262886337,"Beauty and the Beast","",8,"2017","Family",1
"2017-03-23",498814908,"The Boss Baby","",3,"2017","Animation",11
"2017-02-08",378827494,"Fifty Shades Darker","Fifty Shades Collection",7,"2017","Drama",13
"2017-05-09",232380243,"Alien: Covenant","Prometheus Collection",12,"2017","Horror",20
"2017-06-06",407778013,"The Mummy","",17,"2017","Thriller",12
"2017-04-12",1238764765,"The Fate of the Furious","The Fast and the Furious Collection",1,"2017","Action",2
"2017-06-15",350170057,"Cars 3","Cars Collection",8,"2017","Family",15
"2017-06-15",1020063384,"Despicable Me 3","Despicable Me Collection",1,"2017","Action",3
"2017-07-11",369907963,"War for the Planet of the Apes","Planet of the Apes (Reboot) Collection",7,"2017","Drama",14
"2017-07-19",519876949,"Dunkirk","",1,"2017","Action",10
"2017-06-21",604942143,"Transformers: The Last Knight","Transformers Collection",1,"2017","Action",8
"1918-08-01",8e+06,"Mickey","",4,"1918","Comedy",1
